"isocode"	"year"	"month"	"ged_best_ns"	"ged_best_os"	"ged_best_sb"	"best"
"IND"	2003	7	0	52	118	170
"IND"	2003	8	3	107	138	248
"IND"	2003	9	6	42	245	293
"IND"	2003	10	0	21	155	176
"IND"	2003	11	58	47	45	150
"IND"	2003	12	7	16	29	52
"IND"	2004	1	0	32	119	151
"IND"	2004	2	2	12	108	122
"IND"	2004	3	0	49	90	139
"IND"	2004	4	0	28	127	155
"IND"	2004	5	0	12	124	136
"IND"	2004	6	0	39	81	120
"IND"	2004	7	2	33	174	209
"IND"	2004	8	0	45	87	132
"IND"	2004	9	0	13	120	133
"IND"	2004	10	0	63	107	170
"IND"	2004	11	3	6	133	142
