"isocode"	"year"	"month"	"ged_best_ns"	"ged_best_os"	"ged_best_sb"	"best"
"AZE"	1999	4	0	0	1	1
"AZE"	1999	6	0	0	4	4
"AZE"	1999	10	0	0	0	0
"AZE"	2000	1	0	0	8	8
"AZE"	2000	4	0	0	0	0
"AZE"	2000	5	0	0	0	0
"AZE"	2000	8	0	0	4	4
"AZE"	2000	12	0	0	1	1
"AZE"	2001	2	0	0	2	2
"AZE"	2001	3	0	0	2	2
"AZE"	2001	4	0	0	1	1
"AZE"	2001	6	0	0	1	1
"AZE"	2004	6	0	0	8	8
"AZE"	2005	1	0	0	5	5
"AZE"	2005	3	0	0	8	8
"AZE"	2005	5	0	0	2	2
"AZE"	2005	6	0	0	2	2
"AZE"	2005	7	0	0	2	2
"AZE"	2005	8	0	0	1	1
"AZE"	2005	9	0	0	1	1
"AZE"	2005	10	0	0	2	2
"AZE"	2005	12	0	0	1	1
"AZE"	2006	3	0	0	1	1
"AZE"	2006	4	0	0	1	1
"AZE"	2006	7	0	0	1	1
"AZE"	2006	8	0	0	2	2
"AZE"	2006	9	0	0	0	0
"AZE"	2006	10	0	0	0	0
"AZE"	2007	1	0	0	0	0
"AZE"	2007	2	0	0	1	1
"AZE"	2007	3	0	0	1	1
"AZE"	2007	8	0	0	5	5
"AZE"	2007	9	0	0	1	1
"AZE"	2007	10	0	0	4	4
"AZE"	2007	12	0	0	0	0
"AZE"	2008	1	0	0	14	14
"AZE"	2008	3	0	0	12	12
"AZE"	2008	6	0	0	1	1
"AZE"	2008	11	0	0	3	3
"AZE"	2009	1	0	0	3	3
"AZE"	2009	2	0	0	3	3
"AZE"	2009	9	0	0	0	0
"AZE"	2009	10	0	0	1	1
"AZE"	2009	11	0	0	0	0
"AZE"	2010	1	0	0	0	0
"AZE"	2010	2	0	0	3	3
"AZE"	2010	3	0	0	2	2
"AZE"	2010	6	0	0	7	7
"AZE"	2010	9	0	0	4	4
"AZE"	2010	10	0	0	2	2
"AZE"	2010	11	0	0	1	1
"AZE"	2010	12	0	0	1	1
"AZE"	2011	1	0	0	3	3
"AZE"	2011	2	0	0	1	1
"AZE"	2011	3	0	0	4	4
"AZE"	2011	4	0	0	0	0
"AZE"	2011	5	0	0	3	3
"AZE"	2011	6	0	0	1	1
"AZE"	2011	7	0	0	1	1
"AZE"	2011	10	0	0	4	4
"AZE"	2011	11	0	0	4	4
"AZE"	2012	2	0	0	1	1
"AZE"	2012	3	0	0	2	2
"AZE"	2012	4	0	0	1	1
"AZE"	2012	6	0	0	7	7
"AZE"	2012	7	0	0	2	2
"AZE"	2012	8	0	0	2	2
"AZE"	2012	9	0	0	1	1
"AZE"	2013	1	0	0	0	0
"AZE"	2013	2	0	0	4	4
"AZE"	2013	3	0	0	3	3
"AZE"	2013	5	0	0	1	1
"AZE"	2013	7	0	0	1	1
"AZE"	2013	10	0	0	1	1
"AZE"	2013	12	0	0	1	1
"AZE"	2014	1	0	0	4	4
"AZE"	2014	2	0	0	2	2
"AZE"	2014	3	0	0	3	3
"AZE"	2014	5	0	0	5	5
"AZE"	2014	6	0	0	2	2
"AZE"	2014	7	0	0	16	16
"AZE"	2014	8	0	0	2	2
"AZE"	2014	9	0	0	5	5
"AZE"	2014	10	0	0	2	2
"AZE"	2014	11	0	0	4	4
"AZE"	2014	12	0	0	1	1
"AZE"	2015	1	0	0	12	12
"AZE"	2015	2	0	0	5	5
"AZE"	2015	3	0	0	9	9
"AZE"	2015	4	0	0	3	3
"AZE"	2015	6	0	0	1	1
"AZE"	2015	7	0	0	1	1
"AZE"	2015	8	0	0	7	7
"AZE"	2015	9	0	0	10	10
"AZE"	2015	11	0	0	3	3
"AZE"	2015	12	0	0	12	12
"AZE"	2016	1	0	0	0	0
"AZE"	2016	3	0	0	2	2
"AZE"	2016	4	0	0	128	128
"AZE"	2016	5	0	0	5	5
"AZE"	2016	7	0	0	1	1
"AZE"	2016	11	0	0	1	1
"AZE"	2017	1	0	0	9	9
"AZE"	2017	2	0	0	6	6
"AZE"	2017	3	0	0	3	3
"AZE"	2017	4	0	0	2	2
"AZE"	2017	5	0	0	1	1
"AZE"	2017	6	0	0	3	3
"AZE"	2017	7	0	0	3	3
"AZE"	2017	8	0	0	4	4
"AZE"	2017	10	0	0	1	1
"AZE"	2017	11	0	0	3	3
"AZE"	2017	12	0	0	1	1
"AZE"	2018	1	0	0	3	3
"AZE"	2018	2	0	0	2	2
"AZE"	2018	4	0	0	1	1
"AZE"	2018	5	0	0	2	2
"AZE"	2018	6	0	0	1	1
"AZE"	2018	7	0	0	1	1
"AZE"	2018	9	0	0	4	4
"AZE"	2018	11	0	0	1	1
"AZE"	2018	12	0	0	1	1
"AZE"	2019	3	0	0	1	1
"AZE"	2019	4	0	0	1	1
"AZE"	2019	5	0	0	1	1
"AZE"	2019	6	0	0	3	3
"AZE"	2019	7	0	0	1	1
"AZE"	2019	9	0	0	1	1
"AZE"	2019	10	0	0	1	1
"AZE"	2020	1	0	0	1	1
"AZE"	2020	2	0	0	2	2
"AZE"	2020	3	0	0	4	4
"AZE"	2020	7	0	0	19	19
"AZE"	2020	9	0	0	5380	5380
"AZE"	2020	10	0	2	1447	1449
"AZE"	2020	11	0	0	175	175
"AZE"	2020	12	0	0	26	26
"AZE"	2021	1	0	0	1	1
"AZE"	2021	2	0	0	2	2
"BDI"	1990	8	0	0	7	7
"BDI"	1991	11	0	6	272	278
"BDI"	1992	4	0	0	61	61
"BDI"	1993	11	0	0	0	0
"BDI"	1993	12	0	5	0	5
"BDI"	1994	3	0	0	0	0
"BDI"	1994	5	0	0	0	0
"BDI"	1994	7	0	0	0	0
"BDI"	1994	9	0	0	9	9
"BDI"	1994	10	0	0	29	29
"BDI"	1994	11	0	0	18	18
"BDI"	1994	12	0	0	0	0
"BDI"	1995	1	0	0	4	4
"BDI"	1995	2	0	0	13	13
"BDI"	1995	3	0	413	17	430
"BDI"	1995	4	0	7	61	68
"BDI"	1995	5	0	0	47	47
"BDI"	1995	6	0	15	43	58
"BDI"	1995	7	0	25	13	38
"BDI"	1995	8	0	6	0	6
"BDI"	1995	9	0	39	2	41
"BDI"	1995	10	0	274	20	294
"BDI"	1995	11	0	462	17	479
"BDI"	1995	12	0	35	34	69
"BDI"	1996	1	0	20	55	75
"BDI"	1996	2	0	52	38	90
"BDI"	1996	3	0	8	21	29
"BDI"	1996	4	0	286	14	300
"BDI"	1996	5	0	66	30	96
"BDI"	1996	6	0	181	35	216
"BDI"	1996	7	0	784	52	836
"BDI"	1996	8	0	200	0	200
"BDI"	1996	9	0	12	75	87
"BDI"	1996	10	0	520	25	545
"BDI"	1996	11	0	0	72	72
"BDI"	1996	12	0	13	114	127
"BDI"	1997	1	0	163	18	181
"BDI"	1997	2	0	0	0	0
"BDI"	1997	3	0	139	115	254
"BDI"	1997	4	0	41	66	107
"BDI"	1997	5	0	63	136	199
"BDI"	1997	6	0	13	26	39
"BDI"	1997	7	214	91	0	305
"BDI"	1997	8	0	18	34	52
"BDI"	1997	9	0	48	63	111
"BDI"	1997	10	0	109	27	136
"BDI"	1997	11	0	22	140	162
"BDI"	1997	12	0	13	14	27
"BDI"	1998	1	0	174	264	438
"BDI"	1998	2	0	201	3	204
"BDI"	1998	3	0	0	6	6
"BDI"	1998	4	0	32	93	125
"BDI"	1998	5	0	0	14	14
"BDI"	1998	6	0	0	64	64
"BDI"	1998	7	0	97	39	136
"BDI"	1998	8	0	27	31	58
"BDI"	1998	9	0	0	59	59
"BDI"	1998	10	0	50	0	50
"BDI"	1998	11	0	123	9	132
"BDI"	1998	12	0	73	39	112
"BDI"	1999	1	0	154	0	154
"BDI"	1999	3	0	0	9	9
"BDI"	1999	4	0	0	50	50
"BDI"	1999	5	0	31	100	131
"BDI"	1999	6	0	48	0	48
"BDI"	1999	7	0	23	10	33
"BDI"	1999	8	0	51	87	138
"BDI"	1999	9	0	44	115	159
"BDI"	1999	10	0	101	63	164
"BDI"	1999	11	0	36	58	94
"BDI"	1999	12	0	0	32	32
"BDI"	2000	1	0	128	152	280
"BDI"	2000	2	100	4	72	176
"BDI"	2000	3	0	18	41	59
"BDI"	2000	4	0	37	297	334
"BDI"	2000	5	0	17	61	78
"BDI"	2000	6	0	55	52	107
"BDI"	2000	7	0	45	58	103
"BDI"	2000	8	0	38	126	164
"BDI"	2000	9	0	32	219	251
"BDI"	2000	10	0	216	129	345
"BDI"	2000	11	0	0	67	67
"BDI"	2000	12	0	33	74	107
"BDI"	2001	1	0	0	69	69
"BDI"	2001	2	0	0	218	218
"BDI"	2001	3	0	0	70	70
"BDI"	2001	4	0	0	81	81
"BDI"	2001	5	0	15	59	74
"BDI"	2001	6	0	5	25	30
"BDI"	2001	7	0	4	80	84
"BDI"	2001	8	0	3	59	62
"BDI"	2001	9	0	3	151	154
"BDI"	2001	10	0	5	57	62
"BDI"	2001	11	0	30	258	288
"BDI"	2001	12	0	6	55	61
"BDI"	2002	1	0	16	61	77
"BDI"	2002	2	0	26	69	95
"BDI"	2002	3	0	48	182	230
"BDI"	2002	4	0	3	122	125
"BDI"	2002	5	0	11	41	52
"BDI"	2002	6	0	11	50	61
"BDI"	2002	7	0	7	277	284
"BDI"	2002	8	0	68	143	211
"BDI"	2002	9	0	200	44	244
"BDI"	2002	10	0	6	32	38
"BDI"	2002	11	0	0	111	111
"BDI"	2002	12	0	10	38	48
"BDI"	2003	1	0	51	84	135
"BDI"	2003	2	0	38	42	80
"BDI"	2003	3	0	7	124	131
"BDI"	2003	4	0	22	67	89
"BDI"	2003	5	0	11	34	45
"BDI"	2003	6	0	1	38	39
"BDI"	2003	7	0	16	334	350
"BDI"	2003	8	0	7	26	33
"BDI"	2003	9	11	32	38	81
"BDI"	2003	10	29	8	18	55
"BDI"	2003	11	3	13	66	82
"BDI"	2003	12	0	24	101	125
"BDI"	2004	1	32	18	65	115
"BDI"	2004	2	0	18	22	40
"BDI"	2004	3	0	4	37	41
"BDI"	2004	4	8	7	67	82
"BDI"	2004	5	0	12	24	36
"BDI"	2004	6	0	2	1	3
"BDI"	2004	7	0	0	3	3
"BDI"	2004	8	1	174	21	196
"BDI"	2004	9	3	0	104	107
"BDI"	2004	10	0	0	15	15
"BDI"	2004	11	10	0	23	33
"BDI"	2004	12	0	1	7	8
"BDI"	2005	1	0	2	19	21
"BDI"	2005	3	0	3	4	7
"BDI"	2005	4	0	3	15	18
"BDI"	2005	5	0	7	51	58
"BDI"	2005	6	0	10	32	42
"BDI"	2005	7	0	5	24	29
"BDI"	2005	8	0	2	22	24
"BDI"	2005	9	0	19	13	32
"BDI"	2005	10	0	24	32	56
"BDI"	2005	11	0	12	44	56
"BDI"	2005	12	0	5	30	35
"BDI"	2006	1	0	9	62	71
"BDI"	2006	2	0	2	21	23
"BDI"	2006	3	0	13	3	16
"BDI"	2006	4	0	2	9	11
"BDI"	2006	5	0	2	16	18
"BDI"	2006	6	0	0	2	2
"BDI"	2006	7	0	4	24	28
"BDI"	2006	8	0	3	1	4
"BDI"	2006	9	0	3	3	6
"BDI"	2006	11	0	1	0	1
"BDI"	2006	12	0	5	0	5
"BDI"	2007	1	0	1	0	1
"BDI"	2007	2	0	0	2	2
"BDI"	2007	3	0	1	0	1
"BDI"	2007	5	0	1	2	3
"BDI"	2007	8	0	1	0	1
"BDI"	2007	9	28	11	0	39
"BDI"	2007	10	24	1	0	25
"BDI"	2007	11	0	6	0	6
"BDI"	2007	12	0	0	1	1
"BDI"	2008	1	0	18	11	29
"BDI"	2008	2	0	0	25	25
"BDI"	2008	3	0	0	5	5
"BDI"	2008	4	0	0	55	55
"BDI"	2008	5	0	0	104	104
"BDI"	2008	8	0	1	1	2
"BDI"	2012	10	0	0	9	9
"BDI"	2013	3	0	9	0	9
"BDI"	2014	12	0	1	49	50
"BDI"	2015	1	0	29	10	39
"BDI"	2015	5	0	3	14	17
"BDI"	2015	6	0	0	0	0
"BDI"	2015	7	0	0	32	32
"BDI"	2015	8	0	2	0	2
"BDI"	2015	9	0	1	0	1
"BDI"	2015	10	0	26	0	26
"BDI"	2015	11	0	11	0	11
"BDI"	2015	12	0	5	87	92
"BDI"	2016	1	0	2	1	3
"BDI"	2016	2	0	0	4	4
"BDI"	2016	3	0	0	2	2
"BDI"	2016	10	0	1	0	1
"BDI"	2016	11	0	4	0	4
"BDI"	2016	12	0	0	0	0
"BDI"	2017	1	0	27	0	27
"BDI"	2017	2	0	4	0	4
"BDI"	2017	3	0	1	0	1
"BDI"	2017	4	0	4	0	4
"BDI"	2017	5	0	4	0	4
"BDI"	2017	6	0	2	0	2
"BDI"	2017	7	0	2	0	2
"BDI"	2017	8	0	3	0	3
"BDI"	2017	9	0	8	0	8
"BDI"	2017	11	0	3	0	3
"BDI"	2017	12	0	2	0	2
"BDI"	2018	1	0	13	0	13
"BDI"	2018	2	0	4	0	4
"BDI"	2018	3	0	2	0	2
"BDI"	2018	4	0	9	0	9
"BDI"	2018	5	0	29	0	29
"BDI"	2018	6	0	3	0	3
"BDI"	2018	7	0	2	0	2
"BDI"	2018	8	0	4	0	4
"BDI"	2018	9	0	1	1	2
"BDI"	2018	10	0	3	0	3
"BDI"	2018	11	0	21	0	21
"BDI"	2018	12	0	2	0	2
"BDI"	2019	1	0	1	0	1
"BDI"	2019	2	0	2	0	2
"BDI"	2019	3	0	7	0	7
"BDI"	2019	4	0	10	0	10
"BDI"	2019	5	0	2	0	2
"BDI"	2019	7	0	8	0	8
"BDI"	2019	8	0	7	0	7
"BDI"	2019	9	0	3	0	3
"BDI"	2019	10	0	2	15	17
"BDI"	2019	11	0	2	0	2
"BDI"	2019	12	0	3	0	3
"BDI"	2020	1	0	2	0	2
"BDI"	2020	2	0	4	24	28
"BDI"	2020	3	0	10	0	10
"BDI"	2020	4	0	4	0	4
"BDI"	2020	5	0	2	4	6
"BDI"	2020	6	0	9	0	9
"BDI"	2020	7	0	6	0	6
"BDI"	2020	8	0	21	48	69
"BDI"	2020	9	0	13	15	28
"BDI"	2020	10	0	5	0	5
"BDI"	2020	11	0	2	0	2
"BDI"	2020	12	0	5	0	5
"BDI"	2021	1	0	5	0	5
"BDI"	2021	2	0	4	8	12
"BDI"	2021	3	0	3	2	5
"BEL"	2016	3	0	32	1	33
"BEL"	2016	8	0	0	1	1
"BEL"	2018	5	0	1	3	4
"BEN"	2019	5	0	1	0	1
"BEN"	2020	5	3	0	0	3
"BFA"	2016	1	0	25	0	25
"BFA"	2016	11	0	1	0	1
"BFA"	2017	1	0	3	0	3
"BFA"	2017	3	0	2	0	2
"BFA"	2017	5	0	1	0	1
"BFA"	2017	6	0	14	0	14
"BFA"	2017	7	0	0	8	8
"BFA"	2017	9	0	8	0	8
"BFA"	2017	10	0	6	2	8
"BFA"	2017	11	6	2	0	8
"BFA"	2017	12	0	0	2	2
"BFA"	2018	1	0	1	3	4
"BFA"	2018	2	0	4	1	5
"BFA"	2018	3	0	0	18	18
"BFA"	2018	4	3	2	1	6
"BFA"	2018	5	0	1	5	6
"BFA"	2018	7	1	1	0	2
"BFA"	2018	8	0	0	9	9
"BFA"	2018	9	0	17	12	29
"BFA"	2018	10	0	26	17	43
"BFA"	2018	11	1	38	7	46
"BFA"	2018	12	0	2	25	27
"BFA"	2019	1	0	250	10	260
"BFA"	2019	2	4	83	33	120
"BFA"	2019	3	1	16	12	29
"BFA"	2019	4	4	141	9	154
"BFA"	2019	5	0	58	12	70
"BFA"	2019	6	0	72	5	77
"BFA"	2019	7	11	30	4	45
"BFA"	2019	8	0	11	38	49
"BFA"	2019	9	3	57	33	93
"BFA"	2019	10	0	89	15	104
"BFA"	2019	11	0	26	57	83
"BFA"	2019	12	5	35	116	156
"BFA"	2020	1	0	141	46	187
"BFA"	2020	2	0	118	71	189
"BFA"	2020	3	0	166	49	215
"BFA"	2020	4	105	57	47	209
"BFA"	2020	5	3	70	162	235
"BFA"	2020	6	26	25	23	74
"BFA"	2020	7	2	9	13	24
"BFA"	2020	8	0	25	9	34
"BFA"	2020	9	0	6	44	50
"BFA"	2020	10	1	50	0	51
"BFA"	2020	11	2	31	33	66
"BFA"	2020	12	10	7	14	31
"BFA"	2021	1	10	24	53	87
"BFA"	2021	2	41	16	16	73
"BFA"	2021	3	0	7	37	44
"BGD"	1989	5	0	10	0	10
"BGD"	1989	6	0	9	3	12
"BGD"	1989	7	0	15	0	15
"BGD"	1989	8	0	11	6	17
"BGD"	1989	9	1	6	6	13
"BGD"	1989	10	0	0	9	9
"BGD"	1989	11	0	3	0	3
"BGD"	1989	12	0	0	2	2
"BGD"	1990	1	0	6	17	23
"BGD"	1990	2	1	1	7	9
"BGD"	1990	3	0	0	6	6
"BGD"	1990	4	0	26	0	26
"BGD"	1990	5	0	0	3	3
"BGD"	1990	6	1	7	3	11
"BGD"	1990	8	0	6	0	6
"BGD"	1990	10	0	1	2	3
"BGD"	1990	11	0	0	4	4
"BGD"	1990	12	0	0	3	3
"BGD"	1991	1	2	0	3	5
"BGD"	1991	2	1	2	2	5
"BGD"	1991	3	0	11	3	14
"BGD"	1991	5	0	4	0	4
"BGD"	1991	6	2	12	13	27
"BGD"	1991	7	0	8	0	8
"BGD"	1991	8	0	5	0	5
"BGD"	1991	9	0	2	0	2
"BGD"	1991	10	7	0	0	7
"BGD"	1991	11	0	17	3	20
"BGD"	1991	12	0	9	1	10
"BGD"	1992	1	1	15	0	16
"BGD"	1992	2	0	6	1	7
"BGD"	1992	3	0	10	5	15
"BGD"	1992	4	0	138	4	142
"BGD"	1992	5	0	30	1	31
"BGD"	1992	6	0	0	9	9
"BGD"	1992	7	0	0	4	4
"BGD"	1992	8	0	1	0	1
"BGD"	1993	1	0	3	0	3
"BGD"	1993	2	5	0	1	6
"BGD"	1993	3	20	0	1	21
"BGD"	1993	4	0	4	2	6
"BGD"	1993	5	5	0	1	6
"BGD"	1993	7	0	0	0	0
"BGD"	1993	12	1	0	0	1
"BGD"	1994	1	0	23	0	23
"BGD"	1994	4	0	0	2	2
"BGD"	1994	6	6	0	0	6
"BGD"	1994	10	0	0	1	1
"BGD"	1995	2	1	0	0	1
"BGD"	1995	3	1	0	0	1
"BGD"	1995	6	2	0	3	5
"BGD"	1995	8	0	1	0	1
"BGD"	1995	9	3	0	0	3
"BGD"	1995	10	1	0	1	2
"BGD"	1995	12	0	0	1	1
"BGD"	1996	2	2	0	3	5
"BGD"	1996	3	2	0	0	2
"BGD"	1996	5	0	0	1	1
"BGD"	1996	6	3	0	0	3
"BGD"	1996	7	0	0	1	1
"BGD"	1996	8	0	3	0	3
"BGD"	1996	9	1	30	0	31
"BGD"	1996	10	0	0	0	0
"BGD"	1996	11	0	0	0	0
"BGD"	1996	12	0	0	0	0
"BGD"	1997	1	0	1	0	1
"BGD"	1997	2	0	0	4	4
"BGD"	1997	3	2	0	0	2
"BGD"	1997	5	0	0	0	0
"BGD"	1997	9	1	0	0	1
"BGD"	1997	10	0	0	0	0
"BGD"	1997	11	6	0	0	6
"BGD"	1997	12	2	0	0	2
"BGD"	1998	4	4	0	0	4
"BGD"	1998	5	2	0	0	2
"BGD"	1998	6	5	0	0	5
"BGD"	1998	10	0	5	0	5
"BGD"	1998	11	4	0	0	4
"BGD"	1998	12	1	0	0	1
"BGD"	1999	1	2	0	0	2
"BGD"	1999	2	3	0	0	3
"BGD"	1999	4	0	0	0	0
"BGD"	1999	5	1	0	0	1
"BGD"	1999	6	1	0	0	1
"BGD"	1999	7	2	0	0	2
"BGD"	1999	8	0	0	0	0
"BGD"	1999	9	0	1	0	1
"BGD"	1999	10	1	0	0	1
"BGD"	1999	11	1	0	0	1
"BGD"	1999	12	2	0	0	2
"BGD"	2000	6	0	0	0	0
"BGD"	2000	7	16	0	0	16
"BGD"	2000	8	50	4	0	54
"BGD"	2000	9	24	0	0	24
"BGD"	2000	11	0	0	11	11
"BGD"	2001	2	4	4	0	8
"BGD"	2001	4	2	0	0	2
"BGD"	2001	7	22	0	0	22
"BGD"	2001	8	6	0	0	6
"BGD"	2001	9	21	0	0	21
"BGD"	2001	10	3	0	0	3
"BGD"	2002	1	1	0	0	1
"BGD"	2002	9	0	0	5	5
"BGD"	2003	1	1	0	0	1
"BGD"	2003	2	0	0	1	1
"BGD"	2003	4	0	0	3	3
"BGD"	2003	5	0	0	1	1
"BGD"	2003	7	0	0	2	2
"BGD"	2003	8	0	0	0	0
"BGD"	2003	9	0	0	0	0
"BGD"	2003	11	0	0	0	0
"BGD"	2003	12	0	0	0	0
"BGD"	2004	1	0	0	3	3
"BGD"	2004	2	1	0	0	1
"BGD"	2004	3	0	17	1	18
"BGD"	2004	4	0	3	0	3
"BGD"	2004	5	0	3	1	4
"BGD"	2004	6	0	1	0	1
"BGD"	2004	8	0	0	3	3
"BGD"	2004	9	0	1	0	1
"BGD"	2004	10	1	0	4	5
"BGD"	2004	11	0	0	4	4
"BGD"	2004	12	0	0	8	8
"BGD"	2005	1	0	2	15	17
"BGD"	2005	2	0	0	9	9
"BGD"	2005	3	0	0	5	5
"BGD"	2005	4	0	3	1	4
"BGD"	2005	5	0	0	6	6
"BGD"	2005	6	0	0	2	2
"BGD"	2005	7	0	0	3	3
"BGD"	2005	8	0	3	2	5
"BGD"	2005	9	0	0	4	4
"BGD"	2005	10	0	2	9	11
"BGD"	2005	11	0	0	1	1
"BGD"	2005	12	0	8	5	13
"BGD"	2006	1	0	0	4	4
"BGD"	2006	2	0	0	3	3
"BGD"	2006	3	0	0	5	5
"BGD"	2006	4	0	0	11	11
"BGD"	2006	5	0	0	4	4
"BGD"	2006	6	0	4	3	7
"BGD"	2006	7	0	0	2	2
"BGD"	2006	8	0	0	17	17
"BGD"	2006	9	0	0	14	14
"BGD"	2006	10	11	0	5	16
"BGD"	2006	11	3	0	3	6
"BGD"	2006	12	4	0	3	7
"BGD"	2007	1	0	0	4	4
"BGD"	2007	5	0	0	2	2
"BGD"	2007	6	0	0	4	4
"BGD"	2007	7	0	0	1	1
"BGD"	2007	9	0	0	3	3
"BGD"	2007	10	0	0	2	2
"BGD"	2007	11	0	0	1	1
"BGD"	2007	12	0	0	1	1
"BGD"	2008	1	0	0	1	1
"BGD"	2008	5	0	0	0	0
"BGD"	2008	6	0	0	6	6
"BGD"	2008	7	0	0	2	2
"BGD"	2008	11	0	3	1	4
"BGD"	2009	1	5	0	0	5
"BGD"	2009	2	2	0	0	2
"BGD"	2009	3	1	0	0	1
"BGD"	2009	10	0	0	1	1
"BGD"	2009	11	0	1	0	1
"BGD"	2010	2	2	1	0	3
"BGD"	2010	5	0	0	1	1
"BGD"	2010	10	1	0	0	1
"BGD"	2010	11	0	0	0	0
"BGD"	2011	11	0	0	0	0
"BGD"	2012	12	2	0	0	2
"BGD"	2013	1	2	0	0	2
"BGD"	2013	2	4	1	0	5
"BGD"	2013	3	9	7	0	16
"BGD"	2013	4	9	0	0	9
"BGD"	2013	7	0	0	0	0
"BGD"	2013	10	7	0	0	7
"BGD"	2013	11	4	0	0	4
"BGD"	2013	12	9	2	0	11
"BGD"	2014	1	2	0	0	2
"BGD"	2015	1	2	0	0	2
"BGD"	2015	9	0	3	0	3
"BGD"	2015	10	0	2	0	2
"BGD"	2015	11	0	2	1	3
"BGD"	2016	1	0	1	0	1
"BGD"	2016	2	0	1	0	1
"BGD"	2016	3	0	2	0	2
"BGD"	2016	4	0	2	0	2
"BGD"	2016	5	0	2	0	2
"BGD"	2016	6	0	3	0	3
"BGD"	2016	7	0	21	21	42
"BGD"	2016	8	0	0	5	5
"BGD"	2016	9	0	0	1	1
"BGD"	2016	10	0	0	12	12
"BGD"	2016	12	0	0	2	2
"BGD"	2017	1	0	0	2	2
"BGD"	2017	2	0	0	1	1
"BGD"	2017	3	0	0	26	26
"BGD"	2017	4	0	0	7	7
"BGD"	2017	5	0	0	2	2
"BGD"	2017	6	0	0	0	0
"BGD"	2017	8	0	1	2	3
"BGD"	2017	9	0	0	7	7
"BGD"	2017	12	0	0	0	0
"BGD"	2018	6	0	2	0	2
"BGD"	2018	7	0	1	0	1
"BGD"	2018	10	0	0	2	2
"BGD"	2018	12	23	0	0	23
"BGD"	2019	4	0	0	2	2
"BGD"	2019	11	0	0	1	1
"BGD"	2020	2	0	0	1	1
"BGD"	2020	3	0	0	1	1
"BGD"	2020	4	0	1	0	1
"BGD"	2020	7	0	1	0	1
"BGD"	2020	10	9	0	3	12
"BGD"	2020	12	0	0	2	2
"BGD"	2021	1	6	0	0	6
"BGD"	2021	2	4	0	0	4
"BGD"	2021	3	1	0	0	1
"BHR"	2011	2	0	7	0	7
"BHR"	2011	3	0	8	0	8
"BHR"	2011	6	0	2	0	2
"BHR"	2011	7	0	2	0	2
"BHR"	2011	8	0	1	0	1
"BHR"	2011	9	0	2	0	2
"BHR"	2011	10	0	0	0	0
"BHR"	2011	11	0	1	0	1
"BHR"	2011	12	0	3	0	3
"BIH"	1992	4	0	0	16	16
"BIH"	1992	5	0	3019	271	3290
"BIH"	1992	6	0	104	512	616
"BIH"	1992	7	0	161	584	745
"BIH"	1992	8	0	283	421	704
"BIH"	1992	9	0	45	784	829
"BIH"	1992	10	0	11	574	585
"BIH"	1992	11	0	1	434	435
"BIH"	1992	12	0	33	376	409
"BIH"	1993	1	0	9	354	363
"BIH"	1993	2	0	3	400	403
"BIH"	1993	3	0	22	129	151
"BIH"	1993	4	0	212	540	752
"BIH"	1993	5	0	10	738	748
"BIH"	1993	6	0	78	1148	1226
"BIH"	1993	7	0	14	954	968
"BIH"	1993	8	0	17	196	213
"BIH"	1993	9	0	69	185	254
"BIH"	1993	10	0	39	262	301
"BIH"	1993	11	0	20	183	203
"BIH"	1993	12	0	24	206	230
"BIH"	1994	1	0	61	753	814
"BIH"	1994	2	0	78	345	423
"BIH"	1994	3	0	44	540	584
"BIH"	1994	4	0	88	390	478
"BIH"	1994	5	0	8	53	61
"BIH"	1994	6	0	2	130	132
"BIH"	1994	7	0	1	117	118
"BIH"	1994	8	0	5	34	39
"BIH"	1994	9	0	8	110	118
"BIH"	1994	10	0	2	195	197
"BIH"	1994	11	0	5	77	82
"BIH"	1994	12	0	7	84	91
"BIH"	1995	1	0	5	69	74
"BIH"	1995	2	0	2	66	68
"BIH"	1995	3	0	10	184	194
"BIH"	1995	4	0	4	84	88
"BIH"	1995	5	0	98	314	412
"BIH"	1995	6	0	36	259	295
"BIH"	1995	7	0	8136	191	8327
"BIH"	1995	8	0	61	101	162
"BIH"	1995	9	0	58	55	113
"BIH"	1995	10	0	0	13	13
"BIH"	1995	11	0	0	3	3
"BIH"	1995	12	0	0	6	6
"BLR"	2020	8	0	3	0	3
"BOL"	1998	1	2	0	0	2
"BOL"	2000	1	34	0	0	34
"BOL"	2000	2	3	0	0	3
"BOL"	2000	6	11	0	0	11
"BOL"	2000	7	2	0	0	2
"BRA"	1993	6	13	0	0	13
"BRA"	1993	7	0	8	0	8
"BRA"	1993	8	0	21	0	21
"BRA"	1994	1	14	0	0	14
"BRA"	1994	2	14	0	0	14
"BRA"	1994	10	0	0	0	0
"BRA"	1994	12	0	1	0	1
"BRA"	1995	3	8	2	0	10
"BRA"	1995	4	12	0	0	12
"BRA"	1995	5	0	0	0	0
"BRA"	1995	8	0	9	0	9
"BRA"	1995	9	10	0	0	10
"BRA"	1995	12	10	0	0	10
"BRA"	1996	4	0	8	0	8
"BRA"	1996	5	12	0	0	12
"BRA"	1997	3	0	1	0	1
"BRA"	1997	5	3	0	0	3
"BRA"	1997	6	9	0	0	9
"BRA"	1997	8	6	0	0	6
"BRA"	1997	9	2	0	0	2
"BRA"	1997	12	12	0	0	12
"BRA"	1998	1	5	0	0	5
"BRA"	1998	4	4	0	0	4
"BRA"	1998	11	4	0	0	4
"BRA"	1999	2	5	3	0	8
"BRA"	1999	5	0	1	0	1
